Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Cabin_Class,Number_of_Stops,Flight_Layover,Booking_Date,Days_Until_Departure,Is_Holiday_Season,Is_Peak_Season
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 25 May,12h 15m,1 stop,In-flight meal not included,8586,Business,2,2 Stop(s),2019-05-10,14,0,0
Air India,2019-05-09,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,07:55 10 May,23h 35m,2 stops,No info,10697,Business,3,3 Stop(s),2019-04-24,15,0,0
Jet Airways,2019-06-27,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35 28 Jun,16h 35m,2 stops,No info,14300,Business,3,3 Stop(s),2019-06-11,16,0,0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,non-stop,No info,8855,Business,1,1 Stop(s),2019-02-14,17,0,1
Jet Airways,2019-05-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,18:15 13 May,25h 45m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-24,18,1,1
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,02:15,04:25 07 Mar,26h 10m,1 stop,No info,17024,First Class,2,2 Stop(s),2019-02-15,19,0,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → DEL → BLR,09:35,14:25 02 May,28h 50m,1 stop,In-flight meal not included,9314,Business,2,2 Stop(s),2019-04-11,20,1,1
IndiGo,2019-03-24,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,non-stop,No info,4777,Economy,1,1 Stop(s),2019-03-03,21,0,1
Air India,2019-06-09,Kolkata,Banglore,CCU → BBI → BLR,12:00,13:15 10 Jun,25h 15m,1 stop,No info,7662,Business,2,2 Stop(s),2019-05-18,22,0,0
IndiGo,2019-05-09,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,9h 20m,1 stop,No info,6442,Business,2,2 Stop(s),2019-04-16,23,0,0
SpiceJet,2019-06-12,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,Business,2,2 Stop(s),2019-05-19,24,0,0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 May,15h 25m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-05-02,25,0,0
Air India,2019-03-03,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,6092,Business,1,1 Stop(s),2019-02-05,26,0,1
SpiceJet,2019-05-21,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3311,Economy,1,1 Stop(s),2019-04-24,27,0,0
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 28 Mar,9h 10m,1 stop,In-flight meal not included,6540,Business,2,2 Stop(s),2019-02-27,28,0,1
IndiGo,2019-05-27,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,3419,Economy,1,1 Stop(s),2019-04-28,29,0,0
Jet Airways,2019-04-03,Delhi,Cochin,DEL → BOM → COK,14:00,12:35 04 Apr,22h 35m,1 stop,In-flight meal not included,5177,Business,2,2 Stop(s),2019-03-04,30,0,1
Air India,2019-04-18,Delhi,Cochin,DEL → COK,18:05,21:10,3h 5m,non-stop,No info,8246,Business,1,1 Stop(s),2019-03-18,31,1,1
Jet Airways,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,09:35,21:05,11h 30m,1 stop,No info,14676,Business,2,2 Stop(s),2019-05-08,32,0,0
Multiple carriers,2019-06-27,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9h 30m,1 stop,No info,13587,Business,2,2 Stop(s),2019-05-25,33,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,21:10,09:20 07 May,12h 10m,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-04-02,34,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,10:05 13 Jun,17h 35m,1 stop,No info,13044,Business,2,2 Stop(s),2019-05-08,35,0,0
IndiGo,2019-04-03,Delhi,Cochin,DEL → BOM → COK,20:25,01:30 04 Apr,5h 5m,1 stop,No info,5073,Business,2,2 Stop(s),2019-02-26,36,0,1
Vistara,2019-05-21,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 22 May,25h 50m,1 stop,No info,9345,Business,2,2 Stop(s),2019-04-14,37,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 07 May,20h,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-29,38,0,0
Multiple carriers,2019-05-21,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13h,1 stop,No info,14277,Business,2,2 Stop(s),2019-04-12,39,0,0
Jet Airways,2019-06-01,Delhi,Cochin,DEL → BOM → COK,10:00,04:25 02 Jun,18h 25m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-04-22,40,0,0
Jet Airways,2019-03-27,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,Business,1,1 Stop(s),2019-02-14,41,0,1
Multiple carriers,2019-05-15,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 16 May,9h 30m,1 stop,No info,13727,Business,2,2 Stop(s),2019-04-03,42,0,0
Jet Airways,2019-05-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,12:00 07 May,16h,1 stop,In-flight meal not included,9663,Business,2,2 Stop(s),2019-03-24,43,0,0
IndiGo,2019-05-12,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3858,Economy,1,1 Stop(s),2019-03-29,44,1,1
SpiceJet,2019-06-24,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,4812,Economy,2,2 Stop(s),2019-05-10,45,0,0
IndiGo,2019-06-27,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 28 Jun,5h 45m,1 stop,No info,5775,Business,2,2 Stop(s),2019-05-12,46,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → DEL → BLR,09:35,09:45 07 Jun,24h 10m,1 stop,In-flight meal not included,10539,Business,2,2 Stop(s),2019-04-20,47,0,0
IndiGo,2019-06-03,Kolkata,Banglore,CCU → BLR,15:30,18:05,2h 35m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-04-16,48,0,0
Air Asia,2019-06-12,Banglore,Delhi,BLR → DEL,11:10,13:55,2h 45m,non-stop,No info,3383,Economy,1,1 Stop(s),2019-04-24,49,0,0
IndiGo,2019-03-03,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1 stop,No info,8738,Business,2,2 Stop(s),2019-01-12,50,0,1
Air India,2019-03-27,Delhi,Cochin,DEL → TRV → COK,05:15,06:50 28 Mar,25h 35m,1 stop,No info,7165,Business,2,2 Stop(s),2019-02-04,51,0,1
IndiGo,2019-06-24,Delhi,Cochin,DEL → HYD → COK,16:10,22:30,6h 20m,1 stop,No info,6412,Business,2,2 Stop(s),2019-05-03,52,0,0
Jet Airways,2019-06-27,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,Business,1,1 Stop(s),2019-05-05,53,0,0
Jet Airways,2019-03-12,Banglore,New Delhi,BLR → BOM → DEL,20:35,15:15 13 Mar,18h 40m,1 stop,In-flight meal not included,11087,Business,2,2 Stop(s),2019-01-17,54,0,1
SpiceJet,2019-06-27,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Economy,1,1 Stop(s),2019-05-03,55,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 13 Jun,12h 10m,1 stop,No info,12471,Business,2,2 Stop(s),2019-04-17,56,0,0
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,04:25 25 Jun,19h 25m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-04-28,57,0,0
Air India,2019-03-18,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,4441,Economy,1,1 Stop(s),2019-01-19,58,0,1
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → BOM → COK,07:05,15:30,8h 25m,1 stop,No info,12537,Business,2,2 Stop(s),2019-01-27,59,0,1
GoAir,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,22:25,07:40 25 Mar,9h 15m,1 stop,No info,10091,Business,2,2 Stop(s),2019-03-14,10,0,1
Air India,2019-06-03,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,6961,Business,1,1 Stop(s),2019-05-23,11,0,0
IndiGo,2019-04-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5013,Business,1,1 Stop(s),2019-04-12,12,0,1
Air India,2019-05-18,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6934,Business,1,1 Stop(s),2019-05-05,13,1,1
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,06:40,19:00,12h 20m,1 stop,No info,10877,Business,2,2 Stop(s),2019-05-20,14,0,0
Jet Airways,2019-04-18,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-03,15,1,1
IndiGo,2019-03-27,Delhi,Cochin,DEL → BOM → COK,16:00,01:35 28 Mar,9h 35m,1 stop,No info,7048,Business,2,2 Stop(s),2019-03-11,16,0,1
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,Economy,1,1 Stop(s),2019-06-10,17,0,0
Jet Airways,2019-05-21,Kolkata,Banglore,CCU → BOM → BLR,14:05,23:35,9h 30m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-03,18,0,0
Jet Airways,2019-05-18,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25 20 May,29h 20m,2 stops,No info,15129,First Class,3,3 Stop(s),2019-04-29,19,1,1
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,00:30,03:25,2h 55m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-04-22,20,1,1
SpiceJet,2019-06-06,Delhi,Cochin,DEL → MAA → COK,06:05,11:20,5h 15m,1 stop,No info,5583,Business,2,2 Stop(s),2019-05-16,21,0,0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → HYD → COK,07:05,16:10,9h 5m,1 stop,No info,9646,Business,2,2 Stop(s),2019-05-15,22,0,0
Multiple carriers,2019-06-03,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10h 45m,1 stop,No info,7677,Business,2,2 Stop(s),2019-05-11,23,0,0
IndiGo,2019-06-01,Delhi,Cochin,DEL → BLR → COK,05:10,10:05,4h 55m,1 stop,No info,6842,Business,2,2 Stop(s),2019-05-08,24,0,0
Jet Airways,2019-06-24,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1h 30m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-05-30,25,0,0
Vistara,2019-06-09,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,11h 40m,1 stop,No info,9555,Business,2,2 Stop(s),2019-05-14,26,0,0
IndiGo,2019-06-01,Banglore,Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,4077,Economy,1,1 Stop(s),2019-05-05,27,0,0
Jet Airways,2019-05-12,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,Business,1,1 Stop(s),2019-04-14,28,1,1
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,No info,12192,Business,2,2 Stop(s),2019-05-11,29,0,0
Air India,2019-04-12,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5911,Business,1,1 Stop(s),2019-03-13,30,0,1
Air India,2019-06-12,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10h 15m,1 stop,No info,8372,Business,2,2 Stop(s),2019-05-12,31,0,0
Jet Airways,2019-03-18,Mumbai,Hyderabad,BOM → HYD,07:10,08:35,1h 25m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-02-14,32,0,1
Multiple carriers,2019-05-09,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,9h 15m,1 stop,No info,14323,Business,2,2 Stop(s),2019-04-06,33,0,0
Jet Airways,2019-06-09,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 10 Jun,22h 55m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-06,34,0,0
Air India,2019-06-06,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 07 Jun,28h 50m,2 stops,No info,13591,Business,3,3 Stop(s),2019-05-02,35,0,0
Jet Airways,2019-03-03,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,18:50 04 Mar,37h 25m,2 stops,No info,18799,First Class,3,3 Stop(s),2019-01-26,36,0,1
IndiGo,2019-04-27,Banglore,Delhi,BLR → DEL,23:30,02:20 28 Apr,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-03-21,37,0,1
SpiceJet,2019-05-21,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1h 30m,non-stop,No check-in baggage included,1965,Economy,1,1 Stop(s),2019-04-13,38,0,0
Jet Airways,2019-05-27,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,Economy,1,1 Stop(s),2019-04-18,39,0,0
Air India,2019-03-24,Kolkata,Banglore,CCU → BOM → BLR,16:50,18:30 25 Mar,25h 40m,1 stop,No info,14641,Business,2,2 Stop(s),2019-02-12,40,0,1
Air India,2019-04-12,Kolkata,Banglore,CCU → BLR,20:45,23:20,2h 35m,non-stop,No info,4460,Economy,1,1 Stop(s),2019-03-02,41,0,1
Air India,2019-05-18,Delhi,Cochin,DEL → BOM → COK,13:00,19:15,6h 15m,1 stop,No info,10191,Business,2,2 Stop(s),2019-04-06,42,1,1
Jet Airways,2019-03-09,Delhi,Cochin,DEL → BOM → COK,02:15,19:45,17h 30m,1 stop,In-flight meal not included,13843,Business,2,2 Stop(s),2019-01-25,43,0,1
IndiGo,2019-05-01,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 02 May,5h 45m,1 stop,No info,6349,Business,2,2 Stop(s),2019-03-18,44,1,1
Air Asia,2019-05-01,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,4409,Economy,1,1 Stop(s),2019-03-17,45,1,1
Jet Airways,2019-03-06,Delhi,Cochin,DEL → BOM → COK,18:15,19:45 07 Mar,25h 30m,1 stop,No info,17024,First Class,2,2 Stop(s),2019-01-19,46,0,1
Multiple carriers,2019-05-18,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13h 55m,1 stop,No info,13727,Business,2,2 Stop(s),2019-04-01,47,1,1
IndiGo,2019-03-15,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,non-stop,No info,8855,Business,1,1 Stop(s),2019-01-26,48,0,1
Multiple carriers,2019-06-24,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10h 15m,1 stop,No info,12524,Business,2,2 Stop(s),2019-05-06,49,0,0
Jet Airways,2019-03-18,Banglore,New Delhi,BLR → BOM → DEL,11:40,20:20,8h 40m,1 stop,No info,13555,Business,2,2 Stop(s),2019-01-27,50,0,1
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,5h 30m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-16,51,0,0
Multiple carriers,2019-06-09,Delhi,Cochin,DEL → BOM → COK,09:00,21:00,12h,1 stop,No info,13587,Business,2,2 Stop(s),2019-04-18,52,0,0
SpiceJet,2019-06-12,Chennai,Kolkata,MAA → CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,Economy,1,1 Stop(s),2019-04-20,53,0,0
Vistara,2019-03-18,Chennai,Kolkata,MAA → CCU,07:05,09:20,2h 15m,non-stop,No info,4842,Economy,1,1 Stop(s),2019-01-23,54,0,1
IndiGo,2019-04-24,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Apr,2h 50m,non-stop,No info,3943,Economy,1,1 Stop(s),2019-02-28,55,0,1
Jet Airways,2019-06-09,Delhi,Cochin,DEL → BOM → COK,19:15,04:25 10 Jun,9h 10m,1 stop,In-flight meal not included,10577,Business,2,2 Stop(s),2019-04-14,56,0,0
IndiGo,2019-05-15,Delhi,Cochin,DEL → BOM → COK,10:35,21:00,10h 25m,1 stop,No info,6979,Business,2,2 Stop(s),2019-03-19,57,0,0
Vistara,2019-06-27,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,11982,Business,1,1 Stop(s),2019-04-30,58,0,0
SpiceJet,2019-06-06,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No info,5264,Business,2,2 Stop(s),2019-04-08,59,0,0
Vistara,2019-03-03,Delhi,Cochin,DEL → COK,06:00,09:10,3h 10m,non-stop,No info,8001,Business,1,1 Stop(s),2019-02-21,10,0,1
Air India,2019-06-01,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,19:15 02 Jun,23h 30m,2 stops,No info,10651,Business,3,3 Stop(s),2019-05-21,11,0,0
Jet Airways,2019-05-24,Kolkata,Banglore,CCU → BOM → BLR,16:30,19:50 25 May,27h 20m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-05-12,12,0,0
Multiple carriers,2019-03-27,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,12h 35m,1 stop,No info,6601,Business,2,2 Stop(s),2019-03-14,13,0,1
Air India,2019-03-21,Delhi,Cochin,DEL → BOM → COK,19:00,19:15 22 Mar,24h 15m,1 stop,No info,6587,Business,2,2 Stop(s),2019-03-07,14,1,1
SpiceJet,2019-03-21,Mumbai,Hyderabad,BOM → HYD,13:10,14:30,1h 20m,non-stop,No info,3173,Economy,1,1 Stop(s),2019-03-06,15,1,1
Air India,2019-05-09,Banglore,Delhi,BLR → DEL,10:00,12:45,2h 45m,non-stop,No info,5228,Business,1,1 Stop(s),2019-04-23,16,0,0
Jet Airways,2019-06-21,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769,Business,1,1 Stop(s),2019-06-04,17,1,1
Jet Airways,2019-06-06,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,14714,Business,2,2 Stop(s),2019-05-19,18,0,0
Jet Airways,2019-06-03,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13h 30m,2 stops,No info,13014,Business,3,3 Stop(s),2019-05-15,19,0,0
IndiGo,2019-06-03,Banglore,Delhi,BLR → DEL,22:10,01:00 04 Jun,2h 50m,non-stop,No info,3359,Economy,1,1 Stop(s),2019-05-14,20,0,0
GoAir,2019-03-03,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,non-stop,No info,6722,Business,1,1 Stop(s),2019-02-10,21,0,1
IndiGo,2019-03-18,Kolkata,Banglore,CCU → BLR,09:35,12:20,2h 45m,non-stop,No info,4462,Economy,1,1 Stop(s),2019-02-24,22,0,1
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → COK,04:55,16:10,11h 15m,1 stop,No info,6171,Business,2,2 Stop(s),2019-02-14,23,0,1
Air India,2019-05-21,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12303,Business,3,3 Stop(s),2019-04-27,24,0,0
Multiple carriers,2019-03-21,Delhi,Cochin,DEL → BOM → COK,11:40,01:35 22 Mar,13h 55m,1 stop,No info,7695,Business,2,2 Stop(s),2019-02-24,25,1,1
IndiGo,2019-06-24,Delhi,Cochin,DEL → BOM → COK,11:25,01:30 25 Jun,14h 5m,1 stop,No info,5684,Business,2,2 Stop(s),2019-05-29,26,0,0
Air India,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,16:50,07:55 13 Jun,15h 5m,1 stop,No info,8366,Business,2,2 Stop(s),2019-05-16,27,0,0
Air India,2019-03-01,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,19630,First Class,1,1 Stop(s),2019-02-01,28,1,1
Jet Airways,2019-03-06,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1 stop,In-flight meal not included,13502,Business,2,2 Stop(s),2019-02-05,29,0,1
Jet Airways,2019-05-01,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 02 May,12h 55m,1 stop,No info,14781,Business,2,2 Stop(s),2019-04-01,30,1,1
Multiple carriers,2019-06-12,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9h,1 stop,No info,6513,Business,2,2 Stop(s),2019-05-12,31,0,0
Air India,2019-06-01,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12h 15m,1 stop,No info,9929,Business,2,2 Stop(s),2019-04-30,32,0,0
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 07 Jun,7h 40m,2 stops,No info,18275,First Class,3,3 Stop(s),2019-05-04,33,0,0
Air India,2019-04-09,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 10 Apr,27h 20m,1 stop,No info,4487,Economy,2,2 Stop(s),2019-03-06,34,0,1
IndiGo,2019-03-15,Mumbai,Hyderabad,BOM → HYD,21:20,22:45,1h 25m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-02-08,35,0,1
Air India,2019-03-27,Mumbai,Hyderabad,BOM → HYD,06:20,07:40,1h 20m,non-stop,No info,2575,Economy,1,1 Stop(s),2019-02-19,36,0,1
SpiceJet,2019-06-12,Kolkata,Banglore,CCU → IXB → BLR,15:55,21:25,5h 30m,1 stop,No info,8224,Business,2,2 Stop(s),2019-05-06,37,0,0
Air India,2019-03-09,Delhi,Cochin,DEL → BLR → COK,20:30,08:15 10 Mar,11h 45m,1 stop,No info,8991,Business,2,2 Stop(s),2019-01-30,38,0,1
IndiGo,2019-06-24,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5000,Business,1,1 Stop(s),2019-05-16,39,0,0
Jet Airways,2019-06-12,Kolkata,Banglore,CCU → BOM → BLR,18:55,19:50 13 Jun,24h 55m,1 stop,In-flight meal not included,8529,Business,2,2 Stop(s),2019-05-03,40,0,0
Air India,2019-03-03,Delhi,Cochin,DEL → MAA → COK,06:05,09:25 04 Mar,27h 20m,1 stop,No info,14042,Business,2,2 Stop(s),2019-01-21,41,0,1
Jet Airways,2019-05-24,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,Economy,1,1 Stop(s),2019-04-12,42,0,0
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 07 Jun,17h 5m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-24,43,0,0
IndiGo,2019-05-06,Kolkata,Banglore,CCU → BLR,21:25,00:05 07 May,2h 40m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-03-23,44,0,0
Multiple carriers,2019-05-27,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 28 May,8h,1 stop,In-flight meal not included,7308,Business,2,2 Stop(s),2019-04-12,45,0,0
IndiGo,2019-05-12,Banglore,Delhi,BLR → DEL,16:55,19:55,3h,non-stop,No info,4823,Economy,1,1 Stop(s),2019-03-27,46,1,1
Jet Airways,2019-06-24,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 25 Jun,27h 35m,1 stop,In-flight meal not included,10262,Business,2,2 Stop(s),2019-05-08,47,0,0
Jet Airways,2019-05-27,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 28 May,7h 30m,1 stop,In-flight meal not included,12898,Business,2,2 Stop(s),2019-04-09,48,0,0
Air India,2019-03-12,Banglore,New Delhi,BLR → BOM → JDH → DEL,17:25,16:20 13 Mar,22h 55m,2 stops,No info,12778,Business,3,3 Stop(s),2019-01-22,49,0,1
IndiGo,2019-03-03,Delhi,Cochin,DEL → BOM → COK,04:45,13:20,8h 35m,1 stop,No info,14871,Business,2,2 Stop(s),2019-01-12,50,0,1
Air India,2019-03-21,Delhi,Cochin,DEL → UDR → BOM → COK,13:20,19:15 22 Mar,29h 55m,2 stops,No info,8708,Business,3,3 Stop(s),2019-01-29,51,1,1
Jet Airways,2019-06-06,Kolkata,Banglore,CCU → BOM → BLR,20:00,18:15 07 Jun,22h 15m,1 stop,In-flight meal not included,10844,Business,2,2 Stop(s),2019-04-15,52,0,0
SpiceJet,2019-03-06,Mumbai,Hyderabad,BOM → HYD,05:45,07:05,1h 20m,non-stop,No info,4129,Economy,1,1 Stop(s),2019-01-12,53,0,1
IndiGo,2019-05-18,Kolkata,Banglore,CCU → BLR,21:25,00:05 19 May,2h 40m,non-stop,No info,4804,Economy,1,1 Stop(s),2019-03-25,54,1,1
Jet Airways,2019-05-06,Banglore,Delhi,BLR → DEL,08:20,11:20,3h,non-stop,No info,7229,Business,1,1 Stop(s),2019-03-12,55,0,0
Jet Airways,2019-03-21,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1 stop,In-flight meal not included,7832,Business,2,2 Stop(s),2019-01-24,56,1,1
SpiceJet,2019-03-18,Chennai,Kolkata,MAA → CCU,09:30,12:05,2h 35m,non-stop,No info,3859,Economy,1,1 Stop(s),2019-01-20,57,0,1
Multiple carriers,2019-06-06,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,11h 45m,1 stop,No info,9001,Business,2,2 Stop(s),2019-04-09,58,0,0
Vistara,2019-05-09,Banglore,Delhi,BLR → DEL,17:00,19:35,2h 35m,non-stop,No info,4878,Economy,1,1 Stop(s),2019-03-11,59,0,0
IndiGo,2019-05-03,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1h 30m,non-stop,No info,2754,Economy,1,1 Stop(s),2019-04-23,10,0,0
Vistara,2019-06-27,Banglore,Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4668,Economy,1,1 Stop(s),2019-06-16,11,0,0
Air Asia,2019-05-12,Kolkata,Banglore,CCU → BLR,10:20,12:55,2h 35m,non-stop,No info,5216,Business,1,1 Stop(s),2019-04-30,12,1,1
Jet Airways,2019-06-06,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 07 Jun,22h 55m,2 stops,In-flight meal not included,10368,Business,3,3 Stop(s),2019-05-24,13,0,0
IndiGo,2019-03-09,Delhi,Cochin,DEL → HYD → MAA → COK,06:40,21:20,14h 40m,2 stops,No info,8146,Business,3,3 Stop(s),2019-02-23,14,0,1
Jet Airways,2019-03-27,Delhi,Cochin,DEL → BOM → COK,13:00,04:25 28 Mar,15h 25m,1 stop,No info,12242,Business,2,2 Stop(s),2019-03-12,15,0,1
Jet Airways,2019-03-15,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1 stop,In-flight meal not included,9134,Business,2,2 Stop(s),2019-02-27,16,0,1
Air India,2019-06-06,Delhi,Cochin,DEL → HYD → MAA → COK,13:15,09:25 07 Jun,20h 10m,2 stops,No info,10939,Business,3,3 Stop(s),2019-05-20,17,0,0
Air India,2019-06-06,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 07 Jun,20h 45m,2 stops,No info,11753,Business,3,3 Stop(s),2019-05-19,18,0,0
SpiceJet,2019-04-24,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,4174,Economy,1,1 Stop(s),2019-04-05,19,0,1
