"Airline","Date_of_Journey","Source","Destination","Route","Dep_Time","Arrival_Time","Duration","Total_Stops","Additional_Info","Price","Cabin_Class","Number_of_Stops","Flight_Layover","Booking_Date","Days_Until_Departure","Is_Holiday_Season","Is_Peak_Season","ATF_Price_INR"
"Air India","2019-03-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","23:00","19:15 02 Mar","20h 15m","1 stop","No info","27430","First Class","2","2 Stop(s)","2019-01-27 00:00:00","33","1","1","64300.598622271"
"IndiGo","2019-05-12 00:00:00","Chennai","Kolkata","MAA → CCU","05:15","07:40","2h 25m","non-stop","No info","3540","Business","1","1 Stop(s)","2019-04-14 00:00:00","28","1","1","88865.656353523"
"Air India","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BBI → BOM → BLR","12:00","11:10 22 May","23h 10m","2 stops","No info","10676","Economy","3","3 Stop(s)","2019-04-18 00:00:00","33","0","0","77167.557173726"
"Jet Airways","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","08:15 13 Jun","18h 10m","1 stop","No info","13044","Economy","2","2 Stop(s)","2019-04-16 00:00:00","57","0","0","77284.720032535"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","12:00 07 May","16h","1 stop","No info","14388","First Class","2","2 Stop(s)","2019-03-11 00:00:00","56","0","0","62882.952236819"
"IndiGo","2019-06-24 00:00:00","Banglore","Delhi","BLR → DEL","04:00","06:50","2h 50m","non-stop","No info","3943","First Class","1","1 Stop(s)","2019-06-08 00:00:00","16","0","0","72215.49891678"
"IndiGo","2019-06-03 00:00:00","Chennai","Kolkata","MAA → CCU","14:45","17:05","2h 20m","non-stop","No info","3597","Economy","1","1 Stop(s)","2019-04-26 00:00:00","38","0","0","71895.17222541"
"Air India","2019-03-21 00:00:00","Banglore","New Delhi","BLR → MAA → DEL","11:50","19:50","8h","1 stop","No info","5932","Economy","2","2 Stop(s)","2019-02-22 00:00:00","27","1","1","89651.215141777"
"Jet Airways","2019-06-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","04:25 16 Jun","16h 55m","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-06-01 00:00:00","14","0","0","86043.781721046"
"Vistara","2019-05-12 00:00:00","Delhi","Cochin","DEL → COK","14:40","17:50","3h 10m","non-stop","No info","6216","Economy","1","1 Stop(s)","2019-03-16 00:00:00","57","1","1","82177.907381949"
"IndiGo","2019-06-15 00:00:00","Kolkata","Banglore","CCU → BLR","20:25","23:10","2h 45m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-05-13 00:00:00","33","0","0","64064.221926673"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","01:30 22 May","14h","1 stop","No info","14067","Economy","2","2 Stop(s)","2019-04-10 00:00:00","41","0","0","60140.864285776"
"Jet Airways","2019-05-18 00:00:00","Delhi","Cochin","DEL → AMD → BOM → COK","19:10","19:00 19 May","23h 50m","2 stops","No info","15129","First Class","3","3 Stop(s)","2019-03-26 00:00:00","53","1","1","76998.043626197"
"Jet Airways","2019-06-06 00:00:00","Delhi","Cochin","DEL → NAG → BOM → COK","06:45","04:25 07 Jun","21h 40m","2 stops","No info","13376","Business","3","3 Stop(s)","2019-05-01 00:00:00","36","0","0","81757.628394589"
"Air India","2019-06-27 00:00:00","Delhi","Cochin","DEL → GOI → BOM → COK","22:00","19:15 28 Jun","21h 15m","2 stops","No info","10441","First Class","3","3 Stop(s)","2019-05-19 00:00:00","39","0","0","79563.098100051"
"Jet Airways","2019-05-24 00:00:00","Banglore","Delhi","BLR → DEL","06:00","08:45","2h 45m","non-stop","In-flight meal not included","4030","Business","1","1 Stop(s)","2019-04-30 00:00:00","24","0","0","80775.947702333"
"Jet Airways","2019-03-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","18:50","10h 50m","1 stop","No info","17024","First Class","2","2 Stop(s)","2019-01-08 00:00:00","54","0","1","86753.190023462"
"Multiple carriers","2019-04-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","17:30","01:30 10 Apr","8h","1 stop","No info","13017","Economy","2","2 Stop(s)","2019-03-07 00:00:00","33","0","1","71061.755119829"
"GoAir","2019-06-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","23:30","07:45 07 Jun","8h 15m","1 stop","No info","6686","Business","2","2 Stop(s)","2019-04-21 00:00:00","46","0","0","73413.761358529"
"IndiGo","2019-06-15 00:00:00","Delhi","Cochin","DEL → MAA → COK","02:00","07:25","5h 25m","1 stop","No info","5636","First Class","2","2 Stop(s)","2019-05-28 00:00:00","18","0","0","87584.47841234"
"IndiGo","2019-06-09 00:00:00","Delhi","Cochin","DEL → HYD → COK","07:35","16:10","8h 35m","1 stop","No info","6442","First Class","2","2 Stop(s)","2019-04-14 00:00:00","56","0","0","88865.656353523"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → HYD → COK","13:05","00:55 22 May","11h 50m","1 stop","No info","9486","Economy","2","2 Stop(s)","2019-03-26 00:00:00","56","0","0","76998.043626197"
"Jet Airways","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","23:35 22 May","27h 35m","1 stop","In-flight meal not included","10844","Economy","2","2 Stop(s)","2019-04-25 00:00:00","26","0","0","84413.934591074"
"Jet Airways","2019-06-03 00:00:00","Delhi","Cochin","DEL → ATQ → BOM → COK","20:00","04:25 04 Jun","8h 25m","2 stops","In-flight meal not included","15318","Business","3","3 Stop(s)","2019-05-12 00:00:00","22","0","0","72863.061028373"
"Air India","2019-04-03 00:00:00","Delhi","Cochin","DEL → MAA → COK","12:30","09:25 04 Apr","20h 55m","1 stop","No info","5117","Economy","2","2 Stop(s)","2019-03-09 00:00:00","25","0","1","62913.038273792"
"IndiGo","2019-06-24 00:00:00","Delhi","Cochin","DEL → BLR → COK","15:10","20:00","4h 50m","1 stop","No info","6147","Business","2","2 Stop(s)","2019-06-08 00:00:00","16","0","0","72215.49891678"
"Multiple carriers","2019-06-09 00:00:00","Delhi","Cochin","DEL → BOM → COK","12:50","21:00","8h 10m","1 stop","No info","7005","Economy","2","2 Stop(s)","2019-05-09 00:00:00","31","0","0","79805.206124781"
"SpiceJet","2019-04-03 00:00:00","Kolkata","Banglore","CCU → BLR","22:20","00:40 04 Apr","2h 20m","non-stop","No info","3873","First Class","1","1 Stop(s)","2019-03-12 00:00:00","22","0","1","89293.783950402"
"Jet Airways","2019-03-21 00:00:00","Delhi","Cochin","DEL → BDQ → BOM → COK","18:25","18:50 22 Mar","24h 25m","2 stops","In-flight meal not included","9270","First Class","3","3 Stop(s)","2019-03-19 00:00:00","2","1","1","63605.896836395"
"GoAir","2019-06-27 00:00:00","Banglore","Delhi","BLR → DEL","11:40","14:30","2h 50m","non-stop","No info","3898","Business","1","1 Stop(s)","2019-06-06 00:00:00","21","0","0","84219.56876175"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","08:25","20:45","12h 20m","1 stop","No info","14781","Business","2","2 Stop(s)","2019-03-15 00:00:00","58","1","1","78145.365592351"
"Jet Airways","2019-05-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","08:15 25 May","12h 15m","1 stop","In-flight meal not included","8586","Business","2","2 Stop(s)","2019-04-08 00:00:00","46","0","0","60603.226385625"
"Air India","2019-05-09 00:00:00","Kolkata","Banglore","CCU → JAI → BOM → BLR","08:20","07:55 10 May","23h 35m","2 stops","No info","10697","First Class","3","3 Stop(s)","2019-05-05 00:00:00","4","0","0","72715.651456745"
"Jet Airways","2019-06-27 00:00:00","Delhi","Cochin","DEL → ATQ → BOM → COK","20:00","12:35 28 Jun","16h 35m","2 stops","No info","14300","Business","3","3 Stop(s)","2019-05-06 00:00:00","52","0","0","78191.796423838"
"IndiGo","2019-03-03 00:00:00","Banglore","New Delhi","BLR → DEL","18:55","21:45","2h 50m","non-stop","No info","8855","Economy","1","1 Stop(s)","2019-02-18 00:00:00","13","0","1","69462.850527726"
"Jet Airways","2019-05-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","18:15 13 May","25h 45m","1 stop","In-flight meal not included","10844","Business","2","2 Stop(s)","2019-04-07 00:00:00","35","1","1","77595.388044302"
"Jet Airways","2019-03-06 00:00:00","Delhi","Cochin","DEL → BOM → COK","02:15","04:25 07 Mar","26h 10m","1 stop","No info","17024","Business","2","2 Stop(s)","2019-01-15 00:00:00","50","0","1","62131.081745937"
"Jet Airways","2019-05-01 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","14:25 02 May","28h 50m","1 stop","In-flight meal not included","9314","Business","2","2 Stop(s)","2019-04-11 00:00:00","20","1","1","80334.496103887"
"IndiGo","2019-03-24 00:00:00","Banglore","New Delhi","BLR → DEL","00:40","03:25","2h 45m","non-stop","No info","4777","Business","1","1 Stop(s)","2019-03-18 00:00:00","6","0","1","68484.208877292"
"Air India","2019-06-09 00:00:00","Kolkata","Banglore","CCU → BBI → BLR","12:00","13:15 10 Jun","25h 15m","1 stop","No info","7662","Business","2","2 Stop(s)","2019-04-12 00:00:00","58","0","0","68100.239195765"
"IndiGo","2019-05-09 00:00:00","Delhi","Cochin","DEL → HYD → COK","06:50","16:10","9h 20m","1 stop","No info","6442","Economy","2","2 Stop(s)","2019-03-17 00:00:00","53","0","0","61175.63376763"
"SpiceJet","2019-06-12 00:00:00","Delhi","Cochin","DEL → PNQ → COK","08:45","13:15","4h 30m","1 stop","No info","5264","First Class","2","2 Stop(s)","2019-05-10 00:00:00","33","0","0","68702.328216313"
"Jet Airways","2019-05-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","13:00","04:25 28 May","15h 25m","1 stop","In-flight meal not included","12898","First Class","2","2 Stop(s)","2019-04-24 00:00:00","33","0","0","68923.108525654"
"Air India","2019-03-03 00:00:00","Mumbai","Hyderabad","BOM → HYD","13:55","15:25","1h 30m","non-stop","No info","6092","First Class","1","1 Stop(s)","2019-01-13 00:00:00","49","0","1","77041.336832818"
"SpiceJet","2019-05-21 00:00:00","Banglore","Delhi","BLR → DEL","05:55","08:35","2h 40m","non-stop","No info","3311","Business","1","1 Stop(s)","2019-05-16 00:00:00","5","0","0","77726.182837445"
"Jet Airways","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","19:15","04:25 28 Mar","9h 10m","1 stop","In-flight meal not included","6540","First Class","2","2 Stop(s)","2019-02-05 00:00:00","50","0","1","78529.064912276"
"IndiGo","2019-05-27 00:00:00","Banglore","Delhi","BLR → DEL","01:30","04:15","2h 45m","non-stop","No info","3419","First Class","1","1 Stop(s)","2019-05-22 00:00:00","5","0","0","71026.856101437"
"Jet Airways","2019-04-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","14:00","12:35 04 Apr","22h 35m","1 stop","In-flight meal not included","5177","First Class","2","2 Stop(s)","2019-03-08 00:00:00","26","0","1","84629.796895438"
"Air India","2019-04-18 00:00:00","Delhi","Cochin","DEL → COK","18:05","21:10","3h 5m","non-stop","No info","8246","Economy","1","1 Stop(s)","2019-03-30 00:00:00","19","1","1","77278.394866685"
"Jet Airways","2019-06-09 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","21:05","11h 30m","1 stop","No info","14676","First Class","2","2 Stop(s)","2019-05-10 00:00:00","30","0","0","68702.328216313"
"Multiple carriers","2019-06-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","11:30","21:00","9h 30m","1 stop","No info","13587","First Class","2","2 Stop(s)","2019-06-08 00:00:00","19","0","0","72215.49891678"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","21:10","09:20 07 May","12h 10m","1 stop","In-flight meal not included","9663","First Class","2","2 Stop(s)","2019-04-27 00:00:00","9","0","0","86433.095913335"
"Jet Airways","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","10:05 13 Jun","17h 35m","1 stop","No info","13044","First Class","2","2 Stop(s)","2019-04-14 00:00:00","59","0","0","88865.656353523"
"IndiGo","2019-04-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","20:25","01:30 04 Apr","5h 5m","1 stop","No info","5073","Business","2","2 Stop(s)","2019-03-12 00:00:00","22","0","1","89293.783950402"
"Vistara","2019-05-21 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","17:00","18:50 22 May","25h 50m","1 stop","No info","9345","First Class","2","2 Stop(s)","2019-04-19 00:00:00","32","0","0","66692.448979219"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","10:05 07 May","20h","1 stop","In-flight meal not included","9663","Business","2","2 Stop(s)","2019-04-21 00:00:00","15","0","0","73413.761358529"
"Multiple carriers","2019-05-21 00:00:00","Delhi","Cochin","DEL → BOM → COK","08:00","21:00","13h","1 stop","No info","14277","Business","2","2 Stop(s)","2019-04-27 00:00:00","24","0","0","86433.095913335"
"Jet Airways","2019-06-01 00:00:00","Delhi","Cochin","DEL → BOM → COK","10:00","04:25 02 Jun","18h 25m","1 stop","In-flight meal not included","10262","Business","2","2 Stop(s)","2019-05-30 00:00:00","2","0","0","89965.410197036"
"Jet Airways","2019-03-27 00:00:00","Mumbai","Hyderabad","BOM → HYD","19:35","21:05","1h 30m","non-stop","No info","5678","Business","1","1 Stop(s)","2019-03-17 00:00:00","10","0","1","61175.63376763"
"Multiple carriers","2019-05-15 00:00:00","Delhi","Cochin","DEL → BOM → COK","16:00","01:30 16 May","9h 30m","1 stop","No info","13727","First Class","2","2 Stop(s)","2019-03-24 00:00:00","52","0","0","61924.424890464"
"Jet Airways","2019-05-06 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","20:00","12:00 07 May","16h","1 stop","In-flight meal not included","9663","Business","2","2 Stop(s)","2019-03-24 00:00:00","43","0","0","61924.424890464"
"IndiGo","2019-05-12 00:00:00","Chennai","Kolkata","MAA → CCU","14:45","17:05","2h 20m","non-stop","No info","3858","First Class","1","1 Stop(s)","2019-04-25 00:00:00","17","1","1","84413.934591074"
"SpiceJet","2019-06-24 00:00:00","Delhi","Cochin","DEL → PNQ → COK","08:45","13:15","4h 30m","1 stop","No info","4812","First Class","2","2 Stop(s)","2019-05-09 00:00:00","46","0","0","79805.206124781"
"IndiGo","2019-06-27 00:00:00","Delhi","Cochin","DEL → LKO → COK","21:50","03:35 28 Jun","5h 45m","1 stop","No info","5775","Business","2","2 Stop(s)","2019-06-15 00:00:00","12","0","0","85674.100271778"
"Jet Airways","2019-06-06 00:00:00","Kolkata","Banglore","CCU → DEL → BLR","09:35","09:45 07 Jun","24h 10m","1 stop","In-flight meal not included","10539","Business","2","2 Stop(s)","2019-05-01 00:00:00","36","0","0","81757.628394589"
"IndiGo","2019-06-03 00:00:00","Kolkata","Banglore","CCU → BLR","15:30","18:05","2h 35m","non-stop","No info","4804","Business","1","1 Stop(s)","2019-06-01 00:00:00","2","0","0","86043.781721046"
"Air Asia","2019-06-12 00:00:00","Banglore","Delhi","BLR → DEL","11:10","13:55","2h 45m","non-stop","No info","3383","Economy","1","1 Stop(s)","2019-06-06 00:00:00","6","0","0","84219.56876175"
"IndiGo","2019-03-03 00:00:00","Banglore","New Delhi","BLR → HYD → DEL","12:10","17:05","4h 55m","1 stop","No info","8738","First Class","2","2 Stop(s)","2019-02-27 00:00:00","4","0","1","67598.748076193"
"Air India","2019-03-27 00:00:00","Delhi","Cochin","DEL → TRV → COK","05:15","06:50 28 Mar","25h 35m","1 stop","No info","7165","Economy","2","2 Stop(s)","2019-02-20 00:00:00","35","0","1","77105.903112536"
"IndiGo","2019-06-24 00:00:00","Delhi","Cochin","DEL → HYD → COK","16:10","22:30","6h 20m","1 stop","No info","6412","First Class","2","2 Stop(s)","2019-04-28 00:00:00","57","0","0","77438.186179076"
"Jet Airways","2019-06-27 00:00:00","Banglore","Delhi","BLR → DEL","18:55","22:00","3h 5m","non-stop","No info","8016","First Class","1","1 Stop(s)","2019-05-11 00:00:00","47","0","0","78540.462869965"
"Jet Airways","2019-03-12 00:00:00","Banglore","New Delhi","BLR → BOM → DEL","20:35","15:15 13 Mar","18h 40m","1 stop","In-flight meal not included","11087","First Class","2","2 Stop(s)","2019-02-22 00:00:00","18","0","1","89651.215141777"
"SpiceJet","2019-06-27 00:00:00","Chennai","Kolkata","MAA → CCU","09:45","12:00","2h 15m","non-stop","No check-in baggage included","3543","Economy","1","1 Stop(s)","2019-06-26 00:00:00","1","0","0","70360.550420907"
"Jet Airways","2019-06-12 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","16:30","04:40 13 Jun","12h 10m","1 stop","No info","12471","Economy","2","2 Stop(s)","2019-05-23 00:00:00","20","0","0","73075.947757969"
"Jet Airways","2019-06-24 00:00:00","Delhi","Cochin","DEL → BOM → COK","09:00","04:25 25 Jun","19h 25m","1 stop","In-flight meal not included","10262","First Class","2","2 Stop(s)","2019-06-15 00:00:00","9","0","0","85674.100271778"
"Air India","2019-03-18 00:00:00","Banglore","New Delhi","BLR → DEL","13:20","16:10","2h 50m","non-stop","No info","4441","Economy","1","1 Stop(s)","2019-02-07 00:00:00","39","0","1","78508.019906243"
"Multiple carriers","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","07:05","15:30","8h 25m","1 stop","No info","12537","Business","2","2 Stop(s)","2019-01-30 00:00:00","56","0","1","72439.858199716"
"GoAir","2019-03-24 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","22:25","07:40 25 Mar","9h 15m","1 stop","No info","10091","Economy","2","2 Stop(s)","2019-03-10 00:00:00","14","0","1","85138.347224964"
"Air India","2019-06-03 00:00:00","Banglore","Delhi","BLR → DEL","21:05","23:55","2h 50m","non-stop","No info","6961","First Class","1","1 Stop(s)","2019-05-10 00:00:00","24","0","0","68702.328216313"
"IndiGo","2019-04-24 00:00:00","Delhi","Cochin","DEL → COK","05:35","08:50","3h 15m","non-stop","No info","5013","First Class","1","1 Stop(s)","2019-03-03 00:00:00","52","0","1","63311.254234929"
"Air India","2019-05-18 00:00:00","Delhi","Cochin","DEL → COK","05:10","08:00","2h 50m","non-stop","No info","6934","Business","1","1 Stop(s)","2019-04-25 00:00:00","23","1","1","84413.934591074"
"Multiple carriers","2019-06-03 00:00:00","Delhi","Cochin","DEL → BOM → COK","06:40","19:00","12h 20m","1 stop","No info","10877","Economy","2","2 Stop(s)","2019-04-23 00:00:00","41","0","0","80984.378259525"
"Jet Airways","2019-04-18 00:00:00","Banglore","Delhi","BLR → DEL","15:15","18:10","2h 55m","non-stop","No info","7229","Business","1","1 Stop(s)","2019-03-07 00:00:00","42","1","1","71061.755119829"
"IndiGo","2019-03-27 00:00:00","Delhi","Cochin","DEL → BOM → COK","16:00","01:35 28 Mar","9h 35m","1 stop","No info","7048","First Class","2","2 Stop(s)","2019-02-12 00:00:00","43","0","1","80928.935877818"
"Vistara","2019-06-27 00:00:00","Banglore","Delhi","BLR → DEL","17:00","19:35","2h 35m","non-stop","No info","4878","Business","1","1 Stop(s)","2019-06-09 00:00:00","18","0","0","62075.009863654"
"Jet Airways","2019-05-21 00:00:00","Kolkata","Banglore","CCU → BOM → BLR","14:05","23:35","9h 30m","1 stop","In-flight meal not included","10844","First Class","2","2 Stop(s)","2019-03-28 00:00:00","54","0","0","75697.441604001"
